iter,parameter,value
531,litterfall_start,256.79247118283666
532,alpha,0.01488682567183122
532,Rbasal,0.0013346856055527169
532,litterfall_start,256.5028996330509
533,alpha,0.01488682567183122
533,Rbasal,0.0012495979175281685
533,litterfall_start,256.5028996330509
534,alpha,0.01488682567183122
534,Rbasal,0.001259616140282106
534,litterfall_start,255.74142890275098
535,alpha,0.01488682567183122
535,Rbasal,0.001259616140282106
535,litterfall_start,256.2177013076893
536,alpha,0.01488682567183122
536,Rbasal,0.001259616140282106
536,litterfall_start,256.14984335649604
537,alpha,0.01488682567183122
537,Rbasal,0.001259616140282106
537,litterfall_start,256.54288414854693
538,alpha,0.01488682567183122
538,Rbasal,0.001259616140282106
538,litterfall_start,255.54389425340744
539,alpha,0.01523026646126357
539,Rbasal,0.001259616140282106
539,litterfall_start,254.3065235575143
540,alpha,0.01523026646126357
540,Rbasal,0.001259616140282106
540,litterfall_start,254.3065235575143
541,alpha,0.01523026646126357
541,Rbasal,0.0012937537149624815
541,litterfall_start,254.3065235575143
542,alpha,0.01523026646126357
542,Rbasal,0.0012937537149624815
542,litterfall_start,254.9599608009371
543,alpha,0.01523026646126357
543,Rbasal,0.0012937537149624815
543,litterfall_start,254.270359601633
544,alpha,0.01523026646126357
544,Rbasal,0.0012937537149624815
544,litterfall_start,255.35946639428565
545,alpha,0.014957532298557437
545,Rbasal,0.0014353345456307501
545,litterfall_start,256.0019831204204
546,alpha,0.014957532298557437
546,Rbasal,0.0014353345456307501
546,litterfall_start,256.0019831204204
547,alpha,0.014957532298557437
547,Rbasal,0.0014353345456307501
547,litterfall_start,256.0019831204204
548,alpha,0.014957532298557437
548,Rbasal,0.0014353345456307501
548,litterfall_start,256.0019831204204
549,alpha,0.014957532298557437
549,Rbasal,0.0014353345456307501
549,litterfall_start,256.0019831204204
550,alpha,0.014957532298557437
550,Rbasal,0.0014353345456307501
550,litterfall_start,256.0019831204204
551,alpha,0.014957532298557437
551,Rbasal,0.0014353345456307501
551,litterfall_start,256.0019831204204
552,alpha,0.014957532298557437
552,Rbasal,0.0014353345456307501
552,litterfall_start,256.0019831204204
553,alpha,0.014957532298557437
553,Rbasal,0.0014353345456307501
553,litterfall_start,256.0019831204204
554,alpha,0.014957532298557437
554,Rbasal,0.0014353345456307501
554,litterfall_start,256.0019831204204
555,alpha,0.014957532298557437
555,Rbasal,0.0014353345456307501
555,litterfall_start,256.0019831204204
556,alpha,0.014957532298557437
556,Rbasal,0.0013608851371998696
556,litterfall_start,256.0019831204204
557,alpha,0.014957532298557437
557,Rbasal,0.0013528567563553919
557,litterfall_start,256.0019831204204
558,alpha,0.015100789097071675
558,Rbasal,0.001236394799711629
558,litterfall_start,256.0019831204204
559,alpha,0.015100789097071675
559,Rbasal,0.001236394799711629
559,litterfall_start,256.0019831204204
560,alpha,0.014776272976919727
560,Rbasal,0.001236394799711629
560,litterfall_start,255.60258565764462
561,alpha,0.014776272976919727
561,Rbasal,0.001236394799711629
561,litterfall_start,255.31253282478582
562,alpha,0.015012506289849379
562,Rbasal,0.001236394799711629
562,litterfall_start,255.31253282478582
563,alpha,0.015012506289849379
563,Rbasal,0.001236394799711629
563,litterfall_start,255.99187846209117
564,alpha,0.014869234547811762
564,Rbasal,0.0013071610624660918
564,litterfall_start,257.28454920591196
565,alpha,0.014869234547811762
565,Rbasal,0.0013071610624660918
565,litterfall_start,257.0142408917661
566,alpha,0.014869234547811762
566,Rbasal,0.0013071610624660918
566,litterfall_start,257.0142408917661
567,alpha,0.014869234547811762
567,Rbasal,0.0013071610624660918
567,litterfall_start,257.37977787696667
568,alpha,0.014869234547811762
568,Rbasal,0.0012344481164678408
568,litterfall_start,257.5938072042748
569,alpha,0.014869234547811762
569,Rbasal,0.0012344481164678408
569,litterfall_start,256.58781871662063
570,alpha,0.014869234547811762
570,Rbasal,0.0013098053166657909
570,litterfall_start,255.1348301476366
571,alpha,0.014869234547811762
571,Rbasal,0.0013098053166657909
571,litterfall_start,255.67907048194795
572,alpha,0.014869234547811762
572,Rbasal,0.001244375494621978
572,litterfall_start,255.21053727764502
573,alpha,0.014869234547811762
573,Rbasal,0.001244375494621978
573,litterfall_start,254.44481454876475
574,alpha,0.014869234547811762
574,Rbasal,0.001244375494621978
574,litterfall_start,254.44481454876475
575,alpha,0.014908791077277004
575,Rbasal,0.001244375494621978
575,litterfall_start,253.5353630792724
576,alpha,0.01485110811408439
576,Rbasal,0.001244375494621978
576,litterfall_start,254.73194583150183
577,alpha,0.015035542262248555
577,Rbasal,0.001244375494621978
577,litterfall_start,254.61525081844826
578,alpha,0.015035542262248555
578,Rbasal,0.0012503348889269096
578,litterfall_start,253.95526995180157
579,alpha,0.015035542262248555
579,Rbasal,0.0012503348889269096
579,litterfall_start,253.65761337970306
580,alpha,0.015035542262248555
580,Rbasal,0.0012503348889269096
580,litterfall_start,253.87930406271312
581,alpha,0.015035542262248555
581,Rbasal,0.0012343593518677565
581,litterfall_start,253.1927516744106
582,alpha,0.015035542262248555
582,Rbasal,0.0013152799236309455
582,litterfall_start,255.27147342114375
583,alpha,0.015035542262248555
583,Rbasal,0.0013152799236309455
583,litterfall_start,253.59487202472687
584,alpha,0.015035542262248555
584,Rbasal,0.0013152799236309455
584,litterfall_start,254.26941389002823
585,alpha,0.015035542262248555
585,Rbasal,0.0013152799236309455
585,litterfall_start,256.06787096393145
586,alpha,0.015035542262248555
586,Rbasal,0.0013152799236309455
586,litterfall_start,256.06787096393145
587,alpha,0.015035542262248555
587,Rbasal,0.0013152799236309455
587,litterfall_start,256.47274307571644
588,alpha,0.015035542262248555
588,Rbasal,0.0013152799236309455
588,litterfall_start,255.78932493896792
589,alpha,0.015035542262248555
589,Rbasal,0.0013152799236309455
589,litterfall_start,255.9637729637956
590,alpha,0.015035542262248555
590,Rbasal,0.0013152799236309455
590,litterfall_start,257.6531690397712
591,alpha,0.014974374176212186
591,Rbasal,0.0013152799236309455
591,litterfall_start,257.93207663733773
592,alpha,0.014974374176212186
592,Rbasal,0.0013152799236309455
592,litterfall_start,257.26579657417005
593,alpha,0.014974374176212186
593,Rbasal,0.0013152799236309455
593,litterfall_start,257.18449275454304
594,alpha,0.015214125994192973
594,Rbasal,0.0013152799236309455
594,litterfall_start,257.1478891228037
595,alpha,0.015220771625759142
595,Rbasal,0.0013152799236309455
595,litterfall_start,256.239426308147
596,alpha,0.015220771625759142
596,Rbasal,0.0013152799236309455
596,litterfall_start,258.7194687351647
597,alpha,0.015220771625759142
597,Rbasal,0.0013152799236309455
597,litterfall_start,259.74071817809653
598,alpha,0.01511954919932282
598,Rbasal,0.0013152799236309455
598,litterfall_start,259.3581346172962
599,alpha,0.01511954919932282
599,Rbasal,0.0013152799236309455
599,litterfall_start,259.15240847314453
600,alpha,0.01511954919932282
600,Rbasal,0.0013152799236309455
600,litterfall_start,258.91585973368376
601,alpha,0.01511954919932282
601,Rbasal,0.0013152799236309455
601,litterfall_start,257.7508629161877
602,alpha,0.01511954919932282
602,Rbasal,0.0013152799236309455
602,litterfall_start,257.59824423961277
603,alpha,0.01511954919932282
603,Rbasal,0.0013152799236309455
603,litterfall_start,257.59824423961277
604,alpha,0.01511954919932282
604,Rbasal,0.0013152799236309455
604,litterfall_start,257.6907659578517
605,alpha,0.01511954919932282
605,Rbasal,0.0013152799236309455
605,litterfall_start,257.6907659578517
606,alpha,0.01511954919932282
606,Rbasal,0.0012663330992783812
606,litterfall_start,257.9520930882552
607,alpha,0.01511954919932282
607,Rbasal,0.0012663330992783812
607,litterfall_start,256.4340074383786
608,alpha,0.01511954919932282
608,Rbasal,0.001286171949240232
608,litterfall_start,256.4340074383786
609,alpha,0.01511954919932282
609,Rbasal,0.001286171949240232
609,litterfall_start,256.4340074383786
610,alpha,0.01511954919932282
610,Rbasal,0.001286171949240232
610,litterfall_start,256.4340074383786
611,alpha,0.01511954919932282
611,Rbasal,0.0012845070117254265
611,litterfall_start,257.3919910240347
612,alpha,0.01511954919932282
612,Rbasal,0.0012845070117254265
612,litterfall_start,258.10078928522034
613,alpha,0.01511954919932282
613,Rbasal,0.0012270700870372078
613,litterfall_start,257.7741614161414
614,alpha,0.01511954919932282
614,Rbasal,0.0012270700870372078
614,litterfall_start,257.7741614161414
615,alpha,0.01511954919932282
615,Rbasal,0.0012270700870372078
615,litterfall_start,257.7741614161414
616,alpha,0.01511954919932282
616,Rbasal,0.0012324475866382577
616,litterfall_start,256.9116231699441
617,alpha,0.01511954919932282
617,Rbasal,0.0012324475866382577
617,litterfall_start,256.3017743085063
618,alpha,0.01511954919932282
618,Rbasal,0.0012324475866382577
618,litterfall_start,257.3873388495115
619,alpha,0.01511954919932282
619,Rbasal,0.0012324475866382577
619,litterfall_start,257.36965589802185
620,alpha,0.01511954919932282
620,Rbasal,0.0012324475866382577
620,litterfall_start,257.36965589802185
621,alpha,0.01511954919932282
621,Rbasal,0.0012163691599330253
621,litterfall_start,258.39855144522585
622,alpha,0.01511954919932282
622,Rbasal,0.0012709492330363942
622,litterfall_start,258.39855144522585
623,alpha,0.01511954919932282
623,Rbasal,0.0012594693493011974
623,litterfall_start,259.06376219462663
624,alpha,0.01511954919932282
624,Rbasal,0.0012594693493011974
624,litterfall_start,259.06376219462663
625,alpha,0.01511954919932282
625,Rbasal,0.0012594693493011974
625,litterfall_start,259.1328708013892
626,alpha,0.01511954919932282
626,Rbasal,0.001279522732044052
626,litterfall_start,257.8488485790074
627,alpha,0.01511954919932282
627,Rbasal,0.001279522732044052
627,litterfall_start,258.9207930502662
628,alpha,0.014997001766624113
628,Rbasal,0.001279522732044052
628,litterfall_start,258.9207930502662
629,alpha,0.014997001766624113
629,Rbasal,0.0012713821771910567
629,litterfall_start,260.06016096011314
630,alpha,0.014997001766624113
630,Rbasal,0.0012713821771910567
630,litterfall_start,260.06016096011314
631,alpha,0.014997001766624113
631,Rbasal,0.0012653892210712702
631,litterfall_start,260.48349207318694
632,alpha,0.014997001766624113
632,Rbasal,0.0012653892210712702
632,litterfall_start,260.82923715876956
633,alpha,0.014997001766624113
633,Rbasal,0.0012653892210712702
633,litterfall_start,259.82830846632686
634,alpha,0.014997001766624113
634,Rbasal,0.0012653892210712702
634,litterfall_start,260.0649816751028
635,alpha,0.01521927706745282
635,Rbasal,0.0012653892210712702
635,litterfall_start,258.16775419300075
636,alpha,0.01521927706745282
636,Rbasal,0.0012653892210712702
636,litterfall_start,258.16775419300075
637,alpha,0.01521927706745282
637,Rbasal,0.0013283814394160242
637,litterfall_start,258.16775419300075
638,alpha,0.01521927706745282
638,Rbasal,0.0012998219989571091
638,litterfall_start,258.2290493934525
639,alpha,0.01521927706745282
639,Rbasal,0.0013584099121260046
639,litterfall_start,258.1351282243922
640,alpha,0.01521927706745282
640,Rbasal,0.0013584099121260046
640,litterfall_start,258.1351282243922
641,alpha,0.01521927706745282
641,Rbasal,0.0013584099121260046
641,litterfall_start,257.2793077675709
642,alpha,0.01521927706745282
642,Rbasal,0.0014053049814947366
642,litterfall_start,257.0423267436777
643,alpha,0.01521927706745282
643,Rbasal,0.0013524240073331279
643,litterfall_start,257.0423267436777
644,alpha,0.01521927706745282
644,Rbasal,0.001323786590964088
644,litterfall_start,256.7832682517849
645,alpha,0.01521927706745282
645,Rbasal,0.001323786590964088
645,litterfall_start,256.14943377064264
646,alpha,0.01521927706745282
646,Rbasal,0.0014217886515624145
646,litterfall_start,254.66658346200427
647,alpha,0.01521927706745282
647,Rbasal,0.0014217886515624145
647,litterfall_start,254.66658346200427
648,alpha,0.01521927706745282
648,Rbasal,0.0012811963633128612
648,litterfall_start,255.00111608998427
649,alpha,0.01521927706745282
649,Rbasal,0.0013821288325174008
649,litterfall_start,255.00111608998427
650,alpha,0.01521927706745282
650,Rbasal,0.0013821288325174008
650,litterfall_start,255.00111608998427
651,alpha,0.01521927706745282
651,Rbasal,0.0013821288325174008
651,litterfall_start,255.08608933339966
652,alpha,0.01521927706745282
652,Rbasal,0.0013821288325174008
652,litterfall_start,256.3746459866648
653,alpha,0.01521927706745282
653,Rbasal,0.0013821288325174008
653,litterfall_start,255.1576027076699
654,alpha,0.01521927706745282
654,Rbasal,0.0013821288325174008
654,litterfall_start,254.19482552228143
655,alpha,0.01521927706745282
655,Rbasal,0.0013821288325174008
655,litterfall_start,254.19482552228143
656,alpha,0.01521927706745282
656,Rbasal,0.0013806652838435813
656,litterfall_start,256.1433659705637
657,alpha,0.01521927706745282
657,Rbasal,0.0013806652838435813
657,litterfall_start,258.0788858615136
658,alpha,0.01521927706745282
658,Rbasal,0.001348400434847491
658,litterfall_start,257.4529521453624
659,alpha,0.01521927706745282
659,Rbasal,0.00144558498117364
659,litterfall_start,256.64509559852115
660,alpha,0.01521927706745282
660,Rbasal,0.00144558498117364
660,litterfall_start,256.64509559852115
661,alpha,0.015057119394904138
661,Rbasal,0.0012118313778033208
661,litterfall_start,256.85214719468564
662,alpha,0.015059930387737092
662,Rbasal,0.0013804934547220564
662,litterfall_start,255.4810115336743
663,alpha,0.015059930387737092
663,Rbasal,0.0013804934547220564
663,litterfall_start,257.05110026996454
664,alpha,0.015059930387737092
664,Rbasal,0.0013804934547220564
664,litterfall_start,258.36195416878667
665,alpha,0.015059930387737092
665,Rbasal,0.0013804934547220564
665,litterfall_start,259.7654563702751
666,alpha,0.01510958583547771
666,Rbasal,0.0013510712936271345
666,litterfall_start,259.7654563702751
667,alpha,0.01510958583547771
667,Rbasal,0.0013510712936271345
667,litterfall_start,260.1304762173778
668,alpha,0.01510958583547771
668,Rbasal,0.0013510712936271345
668,litterfall_start,258.3722676839426
669,alpha,0.015109961644927837
669,Rbasal,0.0013510712936271345
669,litterfall_start,256.8456598626353
670,alpha,0.015109961644927837
670,Rbasal,0.0013315684024538224
670,litterfall_start,257.4240669691381
671,alpha,0.015109961644927837
671,Rbasal,0.0013315684024538224
671,litterfall_start,256.63224186495717
672,alpha,0.015156237991202014
672,Rbasal,0.0013315684024538224
672,litterfall_start,257.26690458693406
673,alpha,0.015003265155909381
673,Rbasal,0.0013315684024538224
673,litterfall_start,255.39164850790715
674,alpha,0.015003265155909381
674,Rbasal,0.0013315684024538224
674,litterfall_start,255.39164850790715
675,alpha,0.015003265155909381
675,Rbasal,0.0013315684024538224
675,litterfall_start,256.6286970202649
676,alpha,0.015003265155909381
676,Rbasal,0.001281135768541517
676,litterfall_start,256.6286970202649
677,alpha,0.015003265155909381
677,Rbasal,0.001379884707204468
677,litterfall_start,255.74696159557877
678,alpha,0.015003265155909381
678,Rbasal,0.001379884707204468
678,litterfall_start,255.74696159557877
679,alpha,0.015003265155909381
679,Rbasal,0.001379884707204468
679,litterfall_start,256.8353120077787
680,alpha,0.014983758870899627
680,Rbasal,0.001379884707204468
680,litterfall_start,256.53132921136574
681,alpha,0.014983758870899627
681,Rbasal,0.001379884707204468
681,litterfall_start,256.5522078039481
682,alpha,0.014983758870899627
682,Rbasal,0.001379884707204468
682,litterfall_start,257.0563333972162
683,alpha,0.014993711007652339
683,Rbasal,0.001379884707204468
683,litterfall_start,257.0563333972162
684,alpha,0.014993711007652339
684,Rbasal,0.001283502314079393
684,litterfall_start,257.0563333972162
685,alpha,0.014993711007652339
685,Rbasal,0.001348769759932701
685,litterfall_start,257.65335366423085
686,alpha,0.014993711007652339
686,Rbasal,0.001348769759932701
686,litterfall_start,259.33910007794736
687,alpha,0.015106033666101117
687,Rbasal,0.0012403432199704842
687,litterfall_start,258.6349540727472
688,alpha,0.015106033666101117
688,Rbasal,0.0012403432199704842
688,litterfall_start,258.6349540727472
689,alpha,0.015106033666101117
689,Rbasal,0.0013192274308281974
689,litterfall_start,258.6349540727472
690,alpha,0.015106033666101117
690,Rbasal,0.0013192274308281974
690,litterfall_start,257.6603905452061
691,alpha,0.015106033666101117
691,Rbasal,0.0012943302097344633
691,litterfall_start,257.18055783453315
692,alpha,0.015106033666101117
692,Rbasal,0.0012943302097344633
692,litterfall_start,257.18055783453315
693,alpha,0.015106033666101117
693,Rbasal,0.0012943302097344633
693,litterfall_start,258.052196569251
694,alpha,0.015106033666101117
694,Rbasal,0.0012943302097344633
694,litterfall_start,258.35994457017983
695,alpha,0.015106033666101117
695,Rbasal,0.0012943302097344633
695,litterfall_start,259.1944373284153
696,alpha,0.014769944421339496
696,Rbasal,0.0013566706242541383
696,litterfall_start,258.6511878248557
697,alpha,0.014769944421339496
697,Rbasal,0.0013566706242541383
697,litterfall_start,258.6511878248557
698,alpha,0.014769944421339496
698,Rbasal,0.0013566706242541383
698,litterfall_start,258.6511878248557
699,alpha,0.014769944421339496
699,Rbasal,0.0013566706242541383
699,litterfall_start,258.6511878248557
700,alpha,0.014769944421339496
700,Rbasal,0.0013566706242541383
700,litterfall_start,258.6511878248557
701,alpha,0.014769944421339496
701,Rbasal,0.0013566706242541383
701,litterfall_start,258.6511878248557
702,alpha,0.014769944421339496
702,Rbasal,0.0013566706242541383
702,litterfall_start,258.6511878248557
703,alpha,0.014769944421339496
703,Rbasal,0.0013566706242541383
703,litterfall_start,258.6511878248557
704,alpha,0.014769944421339496
704,Rbasal,0.0013566706242541383
704,litterfall_start,258.6511878248557
705,alpha,0.015224633665319521
705,Rbasal,0.0013566706242541383
705,litterfall_start,258.6511878248557
706,alpha,0.015042973504083136
706,Rbasal,0.0013057449805928827
706,litterfall_start,257.6192176151442
707,alpha,0.015042973504083136
707,Rbasal,0.0013057449805928827
707,litterfall_start,258.35478371538176
708,alpha,0.015042973504083136
708,Rbasal,0.0013057449805928827
708,litterfall_start,260.772978206797
709,alpha,0.015042973504083136
709,Rbasal,0.0013057449805928827
709,litterfall_start,261.2218466498169
710,alpha,0.015192722338639972
710,Rbasal,0.0013057449805928827
710,litterfall_start,261.62811361210913
711,alpha,0.015192722338639972
711,Rbasal,0.0013361475926077044
711,litterfall_start,260.49782532817034
712,alpha,0.015192722338639972
712,Rbasal,0.0013361475926077044
712,litterfall_start,261.1481678018844
713,alpha,0.015192722338639972
713,Rbasal,0.0013432891285864897
713,litterfall_start,260.4107627307953
714,alpha,0.015192722338639972
714,Rbasal,0.0013432891285864897
714,litterfall_start,260.84238380284233
715,alpha,0.01519795227957695
715,Rbasal,0.0013432891285864897
715,litterfall_start,261.831268461951
716,alpha,0.01519795227957695
716,Rbasal,0.0014007505604123234
716,litterfall_start,262.5066388948732
717,alpha,0.01519795227957695
717,Rbasal,0.0014007505604123234
717,litterfall_start,262.1558622427434
718,alpha,0.015488004941655108
718,Rbasal,0.0014007505604123234
718,litterfall_start,262.09208564205017
719,alpha,0.015488004941655108
719,Rbasal,0.0014007505604123234
719,litterfall_start,262.9289109449067
720,alpha,0.015488004941655108
720,Rbasal,0.0014007505604123234
720,litterfall_start,263.8528621654805
721,alpha,0.015488004941655108
721,Rbasal,0.0014007505604123234
721,litterfall_start,262.9662746562534
722,alpha,0.015488004941655108
722,Rbasal,0.0014007505604123234
722,litterfall_start,262.74326224658586
723,alpha,0.015488004941655108
723,Rbasal,0.0013167889379319408
723,litterfall_start,262.0567887462556
724,alpha,0.015488004941655108
724,Rbasal,0.0013167889379319408
724,litterfall_start,262.0567887462556
725,alpha,0.014774828057464705
725,Rbasal,0.0013167889379319408
725,litterfall_start,262.0567887462556
726,alpha,0.014774828057464705
726,Rbasal,0.0012325941641065214
726,litterfall_start,261.0775770593935
727,alpha,0.014774828057464705
727,Rbasal,0.0012162184633893003
727,litterfall_start,261.8300657225451
728,alpha,0.014774828057464705
728,Rbasal,0.0013518156643559335
728,litterfall_start,263.3573836174751
729,alpha,0.014964404442818942
729,Rbasal,0.0013518156643559335
729,litterfall_start,263.3573836174751
730,alpha,0.014964404442818942
730,Rbasal,0.0012333380635134727
730,litterfall_start,263.0547239720147
731,alpha,0.014964404442818942
731,Rbasal,0.0012619881023985243
731,litterfall_start,261.4970608105428
732,alpha,0.015222120943970883
732,Rbasal,0.0012619881023985243
732,litterfall_start,262.9480631704629
733,alpha,0.015222120943970883
733,Rbasal,0.0012475393662903212
733,litterfall_start,261.2107507294672
734,alpha,0.015222120943970883
734,Rbasal,0.0012475393662903212
734,litterfall_start,261.42187576226297
735,alpha,0.014624303284033816
735,Rbasal,0.0014525975958022033
735,litterfall_start,261.44356524372057
736,alpha,0.015016192281721645
736,Rbasal,0.001302102235267014
736,litterfall_start,261.44356524372057
737,alpha,0.015016192281721645
737,Rbasal,0.0013178598074611695
737,litterfall_start,260.3417466757821
738,alpha,0.015016192281721645
738,Rbasal,0.0013178598074611695
738,litterfall_start,260.9947900246091
739,alpha,0.015016192281721645
739,Rbasal,0.0013699462048249896
739,litterfall_start,259.5406276734031
740,alpha,0.015016192281721645
740,Rbasal,0.0013699462048249896
740,litterfall_start,259.5406276734031
741,alpha,0.015016192281721645
741,Rbasal,0.0013699462048249896
741,litterfall_start,259.5406276734031
742,alpha,0.015016192281721645
742,Rbasal,0.0013699462048249896
742,litterfall_start,258.9401636676884
743,alpha,0.015016192281721645
743,Rbasal,0.0013699462048249896
743,litterfall_start,258.44520493477546
744,alpha,0.015016192281721645
744,Rbasal,0.001347770348090483
744,litterfall_start,259.31340400892856
745,alpha,0.01519014255044614
745,Rbasal,0.001347770348090483
745,litterfall_start,258.084078280683
746,alpha,0.01519014255044614
746,Rbasal,0.001347770348090483
746,litterfall_start,258.084078280683
747,alpha,0.01519014255044614
747,Rbasal,0.001347770348090483
747,litterfall_start,258.15612972078645
748,alpha,0.015121533545834181
748,Rbasal,0.001347770348090483
748,litterfall_start,258.28892802867205
749,alpha,0.015121533545834181
749,Rbasal,0.001347770348090483
749,litterfall_start,257.5984108879608
750,alpha,0.015121533545834181
750,Rbasal,0.001347770348090483
750,litterfall_start,257.40797670691313
751,alpha,0.015121533545834181
751,Rbasal,0.001347770348090483
751,litterfall_start,257.40797670691313
752,alpha,0.015121533545834181
752,Rbasal,0.001347770348090483
752,litterfall_start,257.40797670691313
753,alpha,0.015121533545834181
753,Rbasal,0.0012880560098780462
753,litterfall_start,258.0222113234967
754,alpha,0.015121533545834181
754,Rbasal,0.0012880560098780462
754,litterfall_start,258.0222113234967
755,alpha,0.015121533545834181
755,Rbasal,0.0012880560098780462
755,litterfall_start,258.0222113234967
756,alpha,0.014959911682334884
756,Rbasal,0.0012880560098780462
756,litterfall_start,258.0222113234967
757,alpha,0.014959911682334884
757,Rbasal,0.0012880560098780462
757,litterfall_start,258.0222113234967
758,alpha,0.014959911682334884
758,Rbasal,0.0012880560098780462
758,litterfall_start,258.0222113234967
759,alpha,0.014959911682334884
759,Rbasal,0.0012880560098780462
759,litterfall_start,258.0222113234967
760,alpha,0.014959911682334884
760,Rbasal,0.0012333439123281512
760,litterfall_start,259.0015538821101
761,alpha,0.014959911682334884
761,Rbasal,0.0013094155036961921
761,litterfall_start,257.94760288541704
762,alpha,0.014959911682334884
762,Rbasal,0.0013094155036961921
762,litterfall_start,258.98843316688533
763,alpha,0.014959911682334884
763,Rbasal,0.0013094155036961921
763,litterfall_start,258.67998948117656
764,alpha,0.014959911682334884
764,Rbasal,0.0013094155036961921
764,litterfall_start,260.4294902693503
765,alpha,0.014959911682334884
765,Rbasal,0.0013094155036961921
765,litterfall_start,260.4294902693503
766,alpha,0.014959911682334884
766,Rbasal,0.0013094155036961921
766,litterfall_start,261.24354471113514
767,alpha,0.014878036093708387
767,Rbasal,0.0013109665808096614
767,litterfall_start,262.12909927411647
768,alpha,0.014878036093708387
768,Rbasal,0.0013109665808096614
768,litterfall_start,261.0632365042214
769,alpha,0.014878036093708387
769,Rbasal,0.0013109665808096614
769,litterfall_start,260.0720473138113
770,alpha,0.014878036093708387
770,Rbasal,0.0012581436732898603
770,litterfall_start,260.4028084645422
771,alpha,0.014878036093708387
771,Rbasal,0.0012581436732898603
771,litterfall_start,259.35928463473346
772,alpha,0.015121889063292643
772,Rbasal,0.0012581436732898603
772,litterfall_start,259.5716901817899
773,alpha,0.014997194979931447
773,Rbasal,0.0012581436732898603
773,litterfall_start,259.9047771791307
774,alpha,0.014997194979931447
774,Rbasal,0.0012581436732898603
774,litterfall_start,260.103374477167
775,alpha,0.014997194979931447
775,Rbasal,0.0012581436732898603
775,litterfall_start,261.3633509705462
776,alpha,0.014997194979931447
776,Rbasal,0.0012581436732898603
776,litterfall_start,260.8308530044668
777,alpha,0.014997194979931447
777,Rbasal,0.0012581436732898603
777,litterfall_start,261.40554704970805
778,alpha,0.014997194979931447
778,Rbasal,0.0013451012040500189
778,litterfall_start,260.43377968174156
779,alpha,0.014997194979931447
779,Rbasal,0.00134431056194616
779,litterfall_start,261.4701148680286
780,alpha,0.014997194979931447
780,Rbasal,0.00134431056194616
780,litterfall_start,262.74105201225404
